id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,house_number,city,road,neighbourhood,residential,nearby_attractions,quarter_sale,sales_price,profit
3824100166,2014-11-22,385000.0,4,1.75,1970,10358,1.0,0,0,3,8,1540,430,1977,0,98028,47.7719,-122.255,1900,10358,19705,Kenmore,64th Place Northeast,,,,1,423500.00000000006,38500.0
3824100211,2014-06-26,370000.0,3,1.5,2380,14500,1.0,0,0,4,7,1850,530,1961,0,98028,47.7714,-122.256,1830,13600,6340,Kenmore,Northeast 196th Street,,,,2,481000.0,111000.0
3824100235,2014-07-24,425000.0,4,1.75,2120,15920,1.0,0,0,4,7,1060,1060,1960,0,98028,47.771,-122.258,2200,12580,6248,Kenmore,Northeast 196th Street,,,,1,467500.00000000006,42500.0
3824100364,2015-01-20,420000.0,3,2.25,2520,26943,1.0,0,0,3,7,1760,760,1977,0,98028,47.7728,-122.25,2300,10004,6640,Kenmore,Northeast 198th Street,,,,1,462000.00000000006,42000.0
3826000070,2014-05-15,185000.0,3,1.0,1150,8100,1.0,0,0,3,6,1150,0,1932,0,98168,47.494,-122.307,1120,8100,12208,Burien,20th Avenue South,,,,2,240500.0,55500.0
3826000385,2014-12-17,201000.0,4,1.5,1360,8100,1.5,0,0,3,7,1360,0,1962,0,98168,47.4931,-122.305,1300,8100,12247,Burien,22nd Avenue South,,,,3,261300.0,60300.0
3826000470,2014-09-29,232000.0,2,1.0,960,8100,1.0,0,0,3,6,810,150,1936,0,98168,47.494,-122.304,960,12150,12205,Burien,23rd Avenue South,,,,1,255200.00000000003,23200.0
3826000560,2014-10-02,173000.0,2,1.0,1740,8100,1.0,0,0,3,6,1050,690,1947,0,98168,47.4942,-122.304,960,8100,12203,Burien,23rd Avenue South,,,,1,224900.0,51900.0
3826000735,2014-06-26,202000.0,2,1.0,920,7569,1.0,0,0,4,6,920,0,1950,0,98168,47.4951,-122.302,1280,7627,12007,Burien,24th Avenue South,,,,3,262600.0,60600.0
3826500020,2014-08-28,257000.0,3,2.25,1730,9516,1.0,0,0,3,8,1180,550,1978,0,98030,47.3823,-122.166,1870,8165,13100,Kent,Southeast 245th Street,Kensington Heights,,,3,334100.0,77100.0
3826500570,2014-08-29,275000.0,3,1.75,1490,8000,1.0,0,0,3,8,1490,0,1978,0,98030,47.3817,-122.166,1740,8165,24504,Kent,131st Place Southeast,Kensington Heights,,,1,302500.0,27500.0
3826500730,2014-09-22,220000.0,4,2.5,2130,9100,1.0,0,0,3,8,1290,840,1978,0,98030,47.3815,-122.169,1770,7700,24544,Kent,129th Place Southeast,Kensington Heights,,,1,286000.0,66000.0
3826501060,2014-10-09,267000.0,3,1.75,1440,10920,1.0,0,0,4,8,1440,0,1977,0,98030,47.3812,-122.168,1720,8260,24618,Kent,130th Avenue Southeast,Kensington Heights,,,1,293700.0,26700.0
3828000405,2015-01-16,176500.0,3,1.0,930,9900,1.5,0,0,4,5,930,0,1910,0,98032,47.3745,-122.231,930,7200,722,Kent,Bridges Avenue South,,,,1,229450.0,52950.0
3830210020,2014-07-29,168000.0,3,1.0,1200,7210,1.0,0,0,4,6,1200,0,1977,0,98030,47.3729,-122.183,1200,7650,25520,Kent,118th Place Southeast,Theresa Terrace,,,1,218400.0,50400.0
3830210220,2014-09-08,210000.0,3,1.0,1200,7200,1.0,0,0,3,6,1200,0,1977,0,98030,47.3746,-122.183,1200,7420,11826,Kent,Southeast 254th Street,Theresa Terrace,,,1,273000.0,63000.0
3830210230,2015-03-19,225205.0,3,1.0,1200,7220,1.0,0,0,3,6,1200,0,1977,0,98030,47.3746,-122.183,1200,7200,11826,Kent,Southeast 254th Street,Theresa Terrace,,,1,292766.5,67561.5
3830610320,2015-01-05,241000.0,3,1.5,1660,8000,1.0,0,0,4,7,1120,540,1976,0,98030,47.353,-122.172,1900,7500,12626,Kent,Southeast 277th Place,,,,1,313300.0,72300.0
3830620300,2014-11-03,253000.0,3,1.0,1580,8240,1.0,0,0,4,7,1040,540,1978,0,98030,47.3542,-122.181,1480,9200,12012,Kent,Southeast 276th Place,,,,3,328900.0,75900.0
3830620710,2014-06-13,206135.0,3,1.0,1340,11070,1.0,0,0,4,7,1340,0,1978,0,98030,47.3527,-122.178,1650,7630,12129,Kent,Southeast 277th Place,,,,1,267975.5,61840.5
3830630060,2014-09-29,245000.0,3,2.5,1730,7442,2.0,0,0,3,7,1730,0,1987,0,98030,47.3507,-122.178,1630,6458,28015,Kent,122nd Place Southeast,,,,2,318500.0,73500.0
3830630090,2015-04-17,265000.0,3,2.0,1340,6783,1.0,0,0,4,7,1340,0,1987,0,98030,47.3504,-122.177,1630,6458,28060,Kent,122nd Place Southeast,,,,1,291500.0,26500.0
3830630140,2014-09-24,275000.0,3,2.5,1730,5799,2.0,0,0,4,7,1730,0,1987,0,98030,47.3499,-122.177,1710,6490,28057,Kent,122nd Place Southeast,,,,1,302500.0,27500.0
3830630310,2014-07-25,260000.0,3,2.5,1670,5797,2.0,0,0,3,7,1670,0,1988,0,98030,47.3505,-122.179,1670,6183,12128,Kent,Southeast 280th Court,,,,1,286000.0,26000.0
3831000010,2014-08-06,235000.0,4,1.5,1760,6150,1.5,0,0,3,7,1760,0,1951,0,98031,47.3871,-122.224,1760,8276,710,Kent,North Lenora Avenue,,,,1,305500.0,70500.0
3831200200,2015-04-20,172040.0,3,2.25,1710,7134,1.0,0,0,4,7,1130,580,1979,0,98031,47.3911,-122.191,1790,7455,11207,Kent,Southeast 235th Place,,,,1,223652.0,51612.0
3831200210,2014-09-10,280000.0,3,2.25,2140,7200,2.0,0,0,4,7,2140,0,1979,0,98031,47.3913,-122.191,1890,7455,11205,Kent,Southeast 235th Street,,,,1,308000.0,28000.0
3832050130,2014-10-21,255500.0,3,2.5,1770,5000,2.0,0,0,3,7,1770,0,2009,0,98042,47.3358,-122.051,2230,5200,29732,Kent,218th Place Southeast,,,,1,281050.0,25550.0
3832050760,2014-08-28,270000.0,3,2.5,1870,5000,2.0,0,0,3,7,1870,0,2009,0,98042,47.3339,-122.055,2170,5399,21534,Kent,Southeast 299th Way,,,,1,297000.0,27000.0
3832050860,2015-03-19,210000.0,3,2.0,1580,4961,2.0,0,0,3,7,1580,0,2006,0,98042,47.3338,-122.053,2280,5000,21649,Kent,Southeast 299th Way,,,,1,273000.0,63000.0
3832050890,2014-07-15,282000.0,3,2.5,2010,5399,2.0,0,0,3,7,2010,0,2006,0,98042,47.3338,-122.052,2280,5141,21737,Kent,Southeast 299th Way,,,,1,310200.0,28200.0
3832060120,2015-03-16,280000.0,4,2.5,2200,5893,2.0,0,0,3,7,2200,0,2008,0,98042,47.3333,-122.055,2200,5757,21519,Kent,Southeast 299th Way,,,,1,308000.0,28000.0
3832070040,2015-04-16,285000.0,4,2.5,1996,4547,2.0,0,0,3,7,1996,0,2009,0,98042,47.3365,-122.051,2180,5127,29706,Kent,218th Place Southeast,,,,1,313500.0,28500.0
3832080070,2014-06-16,284000.0,3,2.5,1880,6008,2.0,0,0,3,7,1880,0,2009,0,98042,47.3366,-122.052,2180,5185,29700,Kent,217th Place Southeast,,,,1,312400.0,28400.0
3832080440,2014-12-09,261950.0,3,2.5,1880,5000,2.0,0,0,3,7,1880,0,2010,0,98042,47.3359,-122.054,2260,5000,29724,Kent,216th Place Southeast,,,,1,288145.0,26195.0
3832080610,2015-04-06,270000.0,3,2.5,1780,5015,2.0,0,0,3,7,1780,0,2010,0,98042,47.3352,-122.052,2010,5250,29775,Kent,218th Place Southeast,,,,1,297000.0,27000.0
3832150190,2014-05-20,263000.0,3,1.75,1570,7775,2.0,0,0,3,7,1570,0,1982,0,98031,47.3876,-122.216,1580,8622,9226,Kent,South 239th Place,,,,1,289300.0,26300.0
3832300090,2014-07-09,215000.0,3,1.0,1200,7280,1.0,0,0,4,7,1200,0,1967,0,98032,47.3724,-122.277,1200,8400,4503,Kent,South 256th Street,,,,1,279500.0,64500.0
3832310350,2014-10-21,229900.0,3,1.75,1100,7224,1.0,0,0,3,7,1100,0,1981,0,98032,47.3717,-122.277,1700,8447,4509,Kent,South 256th Place,,,,1,298870.0,68970.0
3832500230,2015-01-05,245000.0,4,2.25,2140,8800,2.0,0,0,4,7,2140,0,1963,0,98032,47.3655,-122.291,2060,9790,26228,Kent,33rd Avenue South,,,,1,269500.0,24500.0
3832710680,2014-07-21,215000.0,4,2.0,1540,7575,1.0,0,0,4,7,1040,500,1978,0,98032,47.3664,-122.279,1720,7575,26209,Kent,43rd Place South,,,,1,279500.0,64500.0
3834000004,2015-03-02,350000.0,2,1.5,1150,7552,1.0,0,1,3,7,1150,0,1944,0,98125,47.7298,-122.286,1910,8145,3923,Seattle,Northeast 140th Street,Cedar Park,,,1,455000.0,105000.0
3834000400,2014-11-19,415000.0,3,1.0,1630,8146,1.0,0,0,3,7,1630,0,1952,0,98125,47.7293,-122.29,1480,8146,13733,Seattle,36th Avenue Northeast,Cedar Park,,,1,456500.00000000006,41500.0
3834000520,2014-07-30,275000.0,3,1.0,1250,7654,1.0,0,0,3,7,1000,250,1952,0,98125,47.7289,-122.291,1310,7350,13723,Seattle,35th Avenue Northeast,Cedar Park,,,1,357500.0,82500.0
3834000594,2014-07-11,319000.0,3,1.5,1480,1722,3.0,0,0,3,7,1480,0,2007,0,98125,47.728,-122.292,1480,5764,,Seattle,Erickson Place Northeast,Kenwood,,,1,414700.0,95700.0
3834000720,2015-03-19,390000.0,2,1.0,1140,8147,1.0,0,0,3,7,1140,0,1958,0,98125,47.7278,-122.289,1260,8148,13550,Seattle,36th Avenue Northeast,Cedar Park,,,1,429000.00000000006,39000.0
3834000805,2014-07-10,350000.0,4,1.0,1170,8147,1.5,0,0,3,6,1170,0,1959,0,98125,47.7281,-122.289,1260,8147,3611,Seattle,Northeast 137th Street,Cedar Park,,,1,455000.0,105000.0
3834500170,2015-01-16,375000.0,3,1.75,1430,8412,1.0,0,0,4,7,1070,360,1928,0,98125,47.7218,-122.299,1490,8410,12726,Seattle,27th Avenue Northeast,,,,1,412500.00000000006,37500.0
3835500005,2014-05-28,1100000.0,2,1.75,2050,11900,1.0,0,0,4,8,2050,0,1950,0,98004,47.6209,-122.219,2980,11900,1199,Bellevue,91st Avenue Northeast,,,,1,1210000.0,110000.0
3835502815,2014-09-25,1260000.0,3,2.5,3110,9930,1.0,0,1,3,8,1640,1470,1954,0,98039,47.6112,-122.226,3650,14399,8725,Medina,Northeast 2nd Place,Eastland,,,1,1638000.0,378000.0
3840700205,2015-03-19,414500.0,3,1.0,1350,9450,1.0,0,0,3,7,1350,0,1979,0,98034,47.7186,-122.236,1460,9461,7909,Kirkland,Northeast 132nd Street,,,,1,455950.00000000006,41450.0
3840700455,2014-05-23,410000.0,3,2.0,1650,9641,1.5,0,0,3,7,1650,0,1983,0,98034,47.7145,-122.231,1940,6701,12721,Kirkland,83rd Court Northeast,,,,1,451000.00000000006,41000.0
3840700593,2015-04-06,345000.0,3,1.75,1380,10529,1.0,0,0,3,7,1380,0,1967,0,98034,47.7119,-122.233,1670,5694,8042,Kirkland,Northeast 124th Street,,,,1,448500.0,103500.0
3840700600,2015-04-01,355000.0,3,1.0,900,37800,1.0,0,0,4,5,700,200,1923,0,98034,47.7146,-122.234,1750,11998,8024,Kirkland,Northeast 126th Place,,,,1,461500.0,106500.0
3840700653,2014-12-12,436000.0,4,2.75,2080,9600,1.0,0,0,3,8,1240,840,1979,0,98034,47.7149,-122.235,1880,9525,12718,Kirkland,79th Court Northeast,,,,1,479600.00000000006,43600.0
3841600220,2014-07-15,282500.0,2,1.75,1440,11210,1.0,0,0,4,6,1130,310,1935,0,98146,47.498,-122.35,1250,9381,11711,Burien,12th Avenue Southwest,Mount View,,,1,310750.0,28250.0
3852900026,2014-08-01,499950.0,3,1.0,1870,4984,1.0,0,0,3,7,1120,750,1955,0,98116,47.5771,-122.391,1650,5750,3013,Seattle,46th Avenue Southwest,Admiral,,,1,549945.0,49995.0
3856900005,2014-09-09,535000.0,6,1.75,2460,6000,1.0,0,0,4,7,1230,1230,1913,0,98115,47.6721,-122.323,1560,4275,457,Seattle,Northeast 60th Street,Meridian,,,1,588500.0,53500.0
3856901715,2014-09-24,470450.0,2,1.0,1010,3400,1.0,0,0,3,7,1010,0,1921,0,98103,47.6711,-122.329,1800,3600,2360,Seattle,North 58th Street,Meridian,,,1,517495.00000000006,47045.0
3856901880,2014-08-15,514000.0,2,1.0,920,4000,1.0,0,0,4,7,920,0,1906,0,98105,47.6711,-122.328,1300,4000,100,Seattle,Northeast 58th Street,Meridian,,,1,668200.0,154200.0
3856902250,2015-01-05,593500.0,3,1.0,1370,4000,2.0,0,0,4,8,1370,0,1918,0,98105,47.6711,-122.324,1370,4000,334,Seattle,Northeast 58th Street,Meridian,,,1,652850.0,59350.0
3856902996,2014-08-04,553500.0,2,1.0,850,2340,1.0,0,0,3,7,850,0,1922,0,98105,47.6707,-122.328,1300,3000,101,Seattle,Northeast 58th Street,Meridian,,,4,719550.0,166050.0
3856904560,2014-11-25,562000.0,4,1.75,2060,4080,1.5,0,0,3,7,1460,600,1922,1996,98105,47.6698,-122.325,1620,4080,311,Seattle,Northeast 57th Street,Meridian,,,1,618200.0,56200.0
3856904610,2014-10-02,485000.0,4,1.0,1620,4080,1.5,0,0,3,7,1620,0,1923,0,98105,47.6696,-122.324,1760,4080,332,Seattle,Northeast 56th Street,Meridian,,,1,630500.0,145500.0
3856904655,2015-03-29,667750.0,4,1.0,1430,4080,1.5,0,0,3,7,1430,0,1924,0,98105,47.6696,-122.324,1760,4080,332,Seattle,Northeast 56th Street,Meridian,,,1,734525.0000000001,66775.0
3856904740,2014-10-21,490000.0,2,1.0,950,3060,1.0,0,0,3,6,810,140,1925,0,98105,47.6698,-122.323,1510,3780,5611,Seattle,5th Avenue Northeast,Meridian,,,1,637000.0,147000.0
3856904825,2014-11-04,380000.0,2,1.0,980,3400,1.0,0,0,3,7,980,0,1923,0,98105,47.6688,-122.323,1200,3420,5505,Seattle,5th Avenue Northeast,Meridian,,,1,494000.0,114000.0
3856904970,2014-08-18,469000.0,2,1.0,1120,4284,1.0,0,0,3,6,730,390,1921,0,98105,47.6688,-122.324,2050,4160,334,Seattle,Northeast 55th Street,Meridian,,,1,609700.0,140700.0
3856905010,2014-08-05,565000.0,3,1.5,1540,3570,1.5,0,0,5,7,1490,50,1930,0,98105,47.6692,-122.325,1620,4080,309,Seattle,Northeast 56th Street,Meridian,,,1,621500.0,56500.0
3856905185,2014-06-24,483000.0,2,1.75,1240,3000,1.5,0,0,3,7,1240,0,1906,0,98105,47.6689,-122.326,1800,4080,150,Seattle,Northeast 55th Street,Meridian,,,1,627900.0,144900.0
3860400060,2014-08-01,1130000.0,4,2.5,2660,11200,2.0,0,0,3,9,2660,0,1999,0,98004,47.5894,-122.197,3290,11275,,Bellevue,Southeast 23rd Street,,,Enatai Elementary School,1,1243000.0,113000.0
3860400100,2014-11-21,950000.0,4,2.75,2500,20000,1.0,0,0,4,8,1700,800,1969,0,98004,47.5901,-122.198,2650,20000,,Bellevue,Southeast 23rd Street,,,Enatai Elementary School,1,1045000.0000000001,95000.0
3860900111,2014-12-02,695000.0,5,1.75,1790,9335,2.0,0,0,5,8,1790,0,1952,0,98004,47.5945,-122.201,1840,9612,1880,Bellevue,104th Avenue Southeast,,,,1,903500.0,208500.0
3861400030,2014-11-24,950000.0,4,1.75,2210,19025,1.0,0,0,4,7,1460,750,1952,0,98004,47.5927,-122.203,2640,14999,10398,Bellevue,Southeast 21st Street,,,,1,1045000.0000000001,95000.0
3861400061,2015-02-13,641000.0,3,1.75,1480,9603,1.0,0,0,3,7,1480,0,1952,0,98004,47.5915,-122.202,2660,10766,,Bellevue,104th Avenue Southeast,,,,1,833300.0,192300.0
3862700020,2015-04-23,433190.0,3,2.5,1650,2787,2.0,0,0,3,8,1650,0,2014,0,98065,47.5336,-121.838,1760,2787,7400,Snoqualmie,Better Way Loop,,,,2,563147.0,129957.0
3862710010,2015-05-01,424950.0,3,2.5,1650,4777,2.0,0,0,3,8,1650,0,2013,0,98065,47.5336,-121.841,1800,3331,37527,Snoqualmie,Fury Street,,,,1,552435.0,127485.0
3862710030,2015-04-24,450000.0,3,2.5,1800,4357,2.0,0,0,3,8,1800,0,2013,0,98065,47.5337,-121.841,1800,3663,37529,Snoqualmie,Fury Street,,,,1,495000.00000000006,45000.0
3862710050,2014-11-13,437718.0,3,2.5,1800,3265,2.0,0,0,3,8,1800,0,2014,0,98065,47.5338,-121.841,1800,3663,37533,Snoqualmie,Fury Street,,,,2,569033.4,131315.4
3862710090,2014-08-26,417000.0,3,2.5,1570,4926,2.0,0,0,3,8,1570,0,2014,0,98065,47.5342,-121.842,1800,3202,37625,Snoqualmie,Fury Street,,,,1,542100.0,125100.0
3862710180,2015-03-26,408474.0,3,2.5,1800,2731,2.0,0,0,3,8,1800,0,2014,0,98065,47.5342,-121.841,1800,3265,37600,Snoqualmie,Fury Street,,,,1,531016.2000000001,122542.2
3862710200,2014-09-25,414000.0,3,2.5,1790,3754,2.0,0,0,3,8,1790,0,2013,0,98065,47.534,-121.841,1800,3393,37588,Snoqualmie,Fury Street,,,,1,538200.0,124200.0
3862710210,2014-05-20,409316.0,3,2.5,1800,3168,2.0,0,0,3,8,1800,0,2014,0,98065,47.5342,-121.841,1800,3393,37600,Snoqualmie,Fury Street,,,,1,532110.8,122794.79999999999
3863800030,2015-03-31,463800.0,3,1.5,980,7770,1.0,0,0,4,7,980,0,1968,0,98033,47.6923,-122.201,1470,7350,1914,Kirkland,4th Place,,,,1,602940.0,139140.0
3869900036,2014-07-25,451300.0,3,2.5,1420,814,2.0,0,0,3,8,1140,280,2008,0,98136,47.5429,-122.387,1340,1382,4225,Seattle,Southwest Holly Street,Morgan Junction,,,1,496430.00000000006,45130.0
3869900120,2015-02-26,430000.0,3,2.5,1690,1310,2.0,0,0,3,8,1140,550,2004,0,98136,47.5404,-122.387,1640,1321,7010,Seattle,California Avenue Southwest,Morgan Junction,,,1,473000.00000000006,43000.0
3869900138,2015-02-23,489950.0,3,2.25,1590,926,3.0,0,0,3,8,1590,0,2014,0,98136,47.5402,-122.387,1640,1321,7016,Seattle,California Avenue Southwest,Morgan Junction,,,1,538945.0,48995.0
3869900139,2015-01-07,484950.0,3,2.25,1590,926,3.0,0,0,3,8,1590,0,2014,0,98136,47.5402,-122.387,1640,1321,7016,Seattle,California Avenue Southwest,Morgan Junction,,,1,533445.0,48495.0
3869900146,2014-10-30,306500.0,2,1.0,840,892,2.0,0,0,3,7,840,0,2006,0,98136,47.5396,-122.387,1030,1007,7106,Seattle,California Avenue Southwest,Morgan Junction,,,1,398450.0,91950.0
3869900150,2015-04-27,345000.0,2,1.75,1030,1106,2.0,0,0,3,7,765,265,2006,0,98136,47.5397,-122.387,1030,1066,7106,Seattle,California Avenue Southwest,Morgan Junction,,,1,448500.0,103500.0
3869900155,2015-03-26,340000.0,2,2.0,1250,1178,2.0,0,0,3,7,980,270,1996,0,98136,47.5426,-122.387,1270,1242,6708,Seattle,California Avenue Southwest,Morgan Junction,,,1,442000.0,102000.0
3869900162,2014-09-04,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,7106,Seattle,California Avenue Southwest,Morgan Junction,,,1,435500.0,100500.0
3874000240,2014-12-02,210000.0,3,2.0,1440,10111,1.0,0,0,3,7,1440,0,1963,0,98001,47.345,-122.283,1580,10200,4003,Auburn,South 286th Street,,,,1,273000.0,63000.0
3874900205,2015-04-14,378510.0,2,1.0,770,5185,1.0,0,0,3,7,770,0,1947,0,98126,47.5459,-122.379,1260,6550,6318,Seattle,37th Avenue Southwest,High Point,,,1,416361.00000000006,37851.0
3876000120,2015-03-04,390000.0,5,1.75,2250,8970,1.0,0,0,4,7,1500,750,1966,0,98034,47.7217,-122.188,1940,8710,13517,Kirkland,115th Avenue Northeast,,,,1,507000.0,117000.0
3876000710,2014-12-18,405000.0,3,2.0,1440,7425,1.0,0,0,4,7,1440,0,1965,0,98034,47.7243,-122.185,1800,8344,,Kirkland,118th Avenue Northeast,,,Robert Frost Elementary School,1,445500.00000000006,40500.0
3876000970,2014-08-06,429300.0,6,2.25,2930,15949,1.0,0,0,4,8,1730,1200,1965,0,98034,47.7188,-122.185,1730,8550,13207,Kirkland,116th Place Northeast,,,,1,472230.00000000006,42930.0
3876001330,2015-04-24,430000.0,4,1.5,1810,7200,1.0,0,0,3,7,1810,0,1966,0,98034,47.7207,-122.186,2060,7200,11604,Kirkland,Northeast 134th Street,,,,1,473000.00000000006,43000.0
3876100080,2014-12-15,325000.0,3,1.0,1600,7500,1.0,0,0,3,7,1600,0,1966,0,98034,47.7198,-122.182,2050,7200,11821,Kirkland,Northeast 133rd Place,,,,1,422500.0,97500.0
3876100310,2014-07-11,405000.0,3,1.5,1600,7500,1.0,0,0,3,7,1600,0,1966,0,98034,47.721,-122.182,1700,7500,13335,Kirkland,119th Avenue Northeast,,,,1,445500.00000000006,40500.0
3876200060,2014-05-02,382500.0,4,1.75,1560,8700,1.0,0,0,4,7,1560,0,1967,0,98034,47.7274,-122.181,2080,8000,14104,Kirkland,119th Avenue Northeast,,,,1,497250.0,114750.0
3876200100,2014-07-10,439000.0,4,2.0,1560,7500,1.0,0,0,4,7,1560,0,1968,0,98034,47.7281,-122.181,1730,7500,14206,Kirkland,119th Avenue Northeast,,,,1,482900.00000000006,43900.0
3876200350,2014-08-14,423000.0,4,1.75,1700,9000,1.0,0,0,3,7,1700,0,1967,0,98034,47.7308,-122.18,1930,7818,11924,Kirkland,Northeast 143rd Place,,,,1,465300.00000000006,42300.0
3876300080,2014-12-24,434400.0,5,1.75,1960,7875,1.0,0,0,4,7,1960,0,1968,0,98034,47.7256,-122.18,1800,7764,12009,Kirkland,Northeast 140th Street,,,,1,477840.00000000006,43440.0
3876300310,2014-10-22,439000.0,4,2.25,2060,10070,2.0,0,0,3,7,2060,0,1975,0,98034,47.7258,-122.177,2060,8155,12221,Kirkland,Northeast 140th Street,,,,1,482900.00000000006,43900.0
3876300600,2014-12-12,371000.0,4,1.75,1610,11305,1.0,0,0,3,7,1610,0,1968,0,98034,47.727,-122.176,1870,11850,14104,Kirkland,123rd Avenue Northeast,,,,1,482300.0,111300.0
3876310860,2015-03-30,350000.0,4,1.75,2310,9002,1.0,0,0,3,7,1780,530,1970,0,98034,47.731,-122.166,2090,8814,14314,Kirkland,130th Place Northeast,,,,1,455000.0,105000.0
3876311180,2014-09-04,373000.0,3,1.75,1310,7811,1.0,0,0,3,7,1310,0,1976,0,98034,47.7319,-122.167,1530,7800,12931,Kirkland,Northeast 144th Place,,,,1,484900.0,111900.0
3876312290,2014-11-21,405000.0,3,1.75,1520,7252,1.0,0,0,3,7,1140,380,1975,0,98072,47.7358,-122.175,1910,7820,12325,Kirkland,Northeast 149th Street,,,,1,526500.0,121500.0
3876312350,2014-12-02,466000.0,4,2.25,2170,8050,1.0,0,0,3,7,1220,950,1976,0,98072,47.7354,-122.174,1820,7700,14713,Woodinville,125th Avenue Northeast,,,,1,512600.00000000006,46600.0
3876312370,2014-09-15,434500.0,3,1.75,1930,7210,1.0,0,0,3,7,1110,820,1975,0,98072,47.735,-122.174,1870,7877,14685,Woodinville,125th Avenue Northeast,,,,1,477950.00000000006,43450.0
3876312490,2015-04-14,435000.0,4,2.25,1910,8400,2.0,0,0,3,7,1910,0,1975,0,98072,47.7352,-122.175,1910,8400,14799,Woodinville,124th Place Northeast,,,,1,478500.00000000006,43500.0
3876312570,2014-08-11,350500.0,3,2.25,1870,7200,1.0,0,0,3,7,1390,480,1975,0,98072,47.734,-122.174,1830,7876,12515,Kirkland,Northeast 145th Place,,,,1,455650.0,105150.0
3876312620,2014-09-24,395000.0,4,1.75,1910,8117,1.0,0,0,3,7,1460,450,1975,0,98072,47.7344,-122.173,1810,8100,12560,Woodinville,Northeast 146th Place,,,,1,513500.0,118500.0
3876312840,2014-09-12,408000.0,3,1.75,1970,7100,1.0,0,0,3,7,1590,380,1976,0,98072,47.7353,-122.172,1790,7455,12671,Woodinville,Northeast 148th Street,,,,1,530400.0,122400.0
3876313030,2014-05-20,458000.0,1,2.25,2140,10350,1.0,0,0,3,7,1470,670,1976,0,98072,47.7352,-122.17,1980,8400,14872,Woodinville,128th Avenue Northeast,,,,1,503800.00000000006,45800.0
3876313040,2014-07-09,468000.0,4,2.5,2100,8400,1.0,0,0,4,7,1240,860,1976,0,98072,47.735,-122.17,1980,8610,14804,Woodinville,128th Avenue Northeast,,,,1,514800.00000000006,46800.0
3876313100,2014-12-24,422800.0,3,1.75,1820,8400,1.0,0,0,3,7,1340,480,1976,0,98072,47.734,-122.17,1900,8112,14521,Kirkland,127th Lane Northeast,,,,1,465080.00000000006,42280.0
3876313170,2014-12-09,436000.0,3,2.25,1770,8000,1.0,0,0,4,7,1350,420,1976,0,98072,47.7358,-122.17,1850,7875,15078,Woodinville,128th Avenue Northeast,,,,1,479600.00000000006,43600.0
3876313260,2015-02-18,415000.0,3,1.75,1790,15142,1.0,0,0,3,7,1360,430,1976,0,98072,47.7362,-122.172,1910,7500,,Woodinville,Libman Lane,,,,1,539500.0,124500.0
3876500290,2015-03-05,175000.0,3,1.0,1070,6164,1.0,0,0,3,7,1070,0,1967,0,98001,47.3377,-122.291,1320,7920,3211,Auburn,South 295th Street,,,,1,227500.0,52500.0
3876540410,2015-04-13,242000.0,3,2.25,1690,7292,1.0,0,0,3,7,1250,440,1985,0,98003,47.2639,-122.303,1670,7747,37620,Federal Way,26th Drive South,,,,1,266200.0,24200.0
3876540630,2015-02-27,205500.0,3,2.0,1330,8748,1.0,0,0,3,7,1330,0,1986,0,98003,47.2619,-122.298,1510,8584,,Lakeland South,28th Avenue South,,,,1,267150.0,61650.0
3876540780,2014-06-19,221000.0,3,2.25,1640,7350,1.0,0,0,3,7,1140,500,1984,0,98003,47.2625,-122.3,1480,8041,37802,Federal Way,26th Drive South,,,,1,287300.0,66300.0
3876760430,2014-08-22,269950.0,3,2.25,1660,7003,2.0,0,0,3,7,1660,0,1996,0,98030,47.3599,-122.188,1840,6680,11506,Kent,Southeast 270th Street,Fox Creek,,,1,296945.0,26995.0
3876800580,2014-09-02,351000.0,4,1.0,1430,8400,1.0,0,0,3,6,730,700,1969,0,98072,47.7417,-122.172,1310,8240,15670,Woodinville,Northeast 157th Street,,,,1,456300.0,105300.0
3876800710,2015-04-14,350000.0,3,1.75,1000,8268,1.0,0,0,3,6,1000,0,1969,0,98072,47.7417,-122.172,1220,7800,15670,Woodinville,Northeast 157th Street,,,,1,455000.0,105000.0
3876810140,2014-05-27,326500.0,3,1.0,1810,12375,2.0,0,0,3,7,1810,0,1970,0,98072,47.7427,-122.172,1420,9357,15798,Woodinville,126th Place Northeast,,,,1,424450.0,97950.0
3876810170,2015-05-05,329000.0,3,1.0,900,9600,1.0,0,0,4,7,900,0,1970,0,98072,47.7423,-122.173,1220,8240,15705,Woodinville,Northeast 157th Street,,,,1,427700.0,98700.0
3876810190,2014-11-13,410000.0,4,1.0,1140,7208,1.0,0,0,3,7,900,240,1970,0,98072,47.742,-122.173,1300,7991,15705,Woodinville,Northeast 157th Street,,,,1,533000.0,123000.0
3876820140,2014-11-10,373000.0,3,1.0,1290,8974,1.0,0,0,5,7,1290,0,1976,0,98072,47.74,-122.173,1540,7500,12504,Woodinville,125th Place Northeast,,,,1,484900.0,111900.0
3876900089,2015-04-30,687015.0,3,1.75,1470,873,3.0,0,0,3,10,1470,0,2009,0,98119,47.6256,-122.362,1410,967,633,Seattle,4th Avenue West,Uptown,,,1,755716.5000000001,68701.5
